,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,traveltime,studytime,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Aalc
211,M,17,U,LE3,T,4,4,services,other,1,2,True,False,True,True,True,True,5,3,5,4,5,3,13,12,12,13,4.285714285714286
212,F,16,U,GT3,A,2,2,other,other,1,2,True,False,True,True,True,False,3,3,4,1,1,4,0,12,13,14,1.0
213,M,18,U,GT3,T,2,2,services,other,1,2,True,True,True,True,True,False,4,4,4,2,4,5,15,6,7,8,2.5714285714285716
214,F,17,R,LE3,T,4,4,services,other,1,1,True,False,True,True,False,False,5,2,1,1,2,3,12,8,10,10,1.2857142857142858
215,F,17,U,LE3,T,3,2,other,other,2,2,True,False,True,True,True,False,4,4,4,1,3,1,2,14,15,15,1.5714285714285714
216,F,17,U,GT3,T,4,3,other,other,1,2,True,False,True,True,True,True,3,4,5,2,4,1,22,6,6,4,2.5714285714285716
217,M,18,U,LE3,T,3,3,services,health,1,2,True,False,True,True,True,False,3,2,4,2,4,4,13,6,6,8,2.5714285714285716
218,F,17,U,GT3,T,2,3,at_home,other,2,1,True,False,True,True,False,False,3,3,3,1,4,3,3,7,7,8,1.8571428571428572
219,F,17,U,GT3,T,2,2,at_home,at_home,1,3,True,True,True,True,True,False,4,3,3,1,1,4,4,9,10,10,1.0
220,F,17,R,GT3,T,2,1,at_home,services,2,2,False,True,True,True,True,False,4,2,5,1,2,5,2,6,6,6,1.2857142857142858
221,F,17,U,GT3,T,1,1,at_home,other,1,3,False,True,True,True,False,True,4,3,4,1,1,5,0,6,5,0,1.0
222,F,16,U,GT3,T,2,3,services,teacher,1,2,False,False,True,True,True,False,2,3,1,1,1,3,2,16,16,17,1.0
223,M,18,U,GT3,T,2,2,other,other,2,2,True,False,True,True,True,False,3,3,3,5,5,4,0,12,13,13,5.0
224,F,16,U,GT3,T,4,4,teacher,services,1,3,False,True,False,True,True,False,5,3,2,1,1,5,0,13,13,14,1.0
225,F,18,R,GT3,T,3,1,other,other,1,2,False,True,True,True,True,True,5,3,3,1,1,4,16,9,8,7,1.0
226,F,17,U,GT3,T,3,2,other,other,1,2,False,True,False,True,True,False,5,3,4,1,3,3,10,16,15,15,1.5714285714285714
227,M,17,U,LE3,T,2,3,services,services,1,2,True,False,False,True,True,False,5,3,3,1,3,3,2,12,11,12,1.5714285714285714
228,M,18,U,LE3,T,2,1,at_home,other,4,2,True,True,True,True,True,True,4,3,2,4,5,3,14,10,8,9,4.285714285714286
229,F,17,U,GT3,A,2,1,other,other,2,3,False,True,True,True,True,True,3,2,3,1,2,3,10,12,10,12,1.2857142857142858
230,F,17,U,LE3,T,4,3,health,other,1,2,False,True,True,True,True,True,3,2,3,1,2,3,14,13,13,14,1.2857142857142858
231,M,17,R,GT3,T,2,2,other,other,2,2,True,True,True,True,True,False,4,5,2,1,1,1,4,11,11,11,1.0
232,M,17,U,GT3,T,4,4,teacher,teacher,1,2,False,True,True,True,True,True,4,5,5,1,3,2,14,11,9,9,1.5714285714285714
233,M,16,U,GT3,T,4,4,health,other,1,2,True,True,True,True,True,False,4,2,4,2,4,1,2,14,13,13,2.5714285714285716
234,M,16,U,LE3,T,1,1,other,other,2,2,True,False,True,True,True,False,3,4,2,1,1,5,18,9,7,6,1.0
235,M,16,U,GT3,T,3,2,at_home,other,2,3,False,True,True,True,True,True,5,3,3,1,3,2,10,11,9,10,1.5714285714285714
236,M,17,U,LE3,T,2,2,other,other,1,2,True,True,False,True,True,True,4,4,2,5,5,4,4,14,13,13,5.0
237,F,16,U,GT3,T,2,1,other,other,1,1,False,False,True,True,True,True,4,5,2,1,1,5,20,13,12,12,1.0
238,F,17,R,GT3,T,2,1,at_home,services,3,2,False,True,True,True,False,False,2,1,1,1,1,3,2,13,11,11,1.0
239,M,18,U,GT3,T,2,2,other,services,1,2,False,False,True,False,True,False,5,5,4,3,5,2,0,7,7,0,3.5714285714285716
240,M,17,U,LE3,T,4,3,health,other,2,2,False,True,True,True,True,True,2,5,5,1,4,5,14,12,12,12,1.8571428571428572
241,M,17,R,LE3,A,4,4,teacher,other,2,2,True,False,True,True,True,False,3,3,3,2,3,4,2,10,11,12,2.2857142857142856
242,M,16,U,LE3,T,4,3,teacher,other,1,1,False,True,False,True,True,False,5,4,5,1,1,3,0,6,0,0,1.0
243,M,16,U,GT3,T,4,4,services,services,1,1,False,True,True,True,True,False,5,3,2,1,2,5,0,13,12,12,1.2857142857142858
244,F,18,U,GT3,T,2,1,other,other,2,3,True,False,False,True,True,True,4,4,4,1,1,3,0,7,0,0,1.0
245,M,16,U,GT3,T,2,1,other,other,3,1,False,False,True,True,True,False,4,3,3,1,1,4,6,18,18,18,1.0
246,M,17,U,GT3,T,2,3,other,other,2,1,False,False,True,True,True,False,5,2,2,1,1,2,4,12,12,13,1.0
247,M,22,U,GT3,T,3,1,services,services,1,1,False,False,False,False,True,True,5,4,5,5,5,1,16,6,8,8,5.0
248,M,18,R,LE3,T,3,3,other,services,1,2,False,False,True,True,True,True,4,3,3,1,3,5,8,3,5,5,1.5714285714285714
249,M,16,U,GT3,T,0,2,other,other,1,1,True,False,False,True,True,False,4,3,2,2,4,5,0,13,15,15,2.5714285714285716
250,M,18,U,GT3,T,3,2,services,other,2,1,False,False,True,False,True,False,4,4,5,2,4,5,0,6,8,8,2.5714285714285716
251,M,16,U,GT3,T,3,3,at_home,other,3,2,False,False,False,True,True,False,5,3,3,1,3,2,6,7,10,10,1.5714285714285714
252,M,18,U,GT3,T,2,1,services,services,1,1,False,False,False,False,True,False,3,2,5,2,5,5,4,6,9,8,2.857142857142857
253,M,16,R,GT3,T,2,1,other,other,2,1,False,True,False,True,False,False,3,3,2,1,3,3,0,8,9,8,1.5714285714285714
254,M,17,R,GT3,T,2,1,other,other,1,1,False,False,False,True,True,False,4,4,2,2,4,5,0,8,12,12,2.5714285714285716
255,M,17,U,LE3,T,1,1,health,other,2,1,False,True,True,True,True,False,4,4,4,1,2,5,2,7,9,8,1.2857142857142858
256,F,17,U,LE3,T,4,2,teacher,services,1,4,True,True,True,True,True,False,4,2,3,1,1,4,6,14,12,13,1.0
257,M,19,U,LE3,A,4,3,services,at_home,1,2,False,False,True,True,True,False,4,3,1,1,1,1,12,11,11,11,1.0
258,M,18,U,GT3,T,2,1,other,other,1,2,False,True,True,True,True,False,5,2,4,1,2,4,8,15,14,14,1.2857142857142858
259,F,17,U,LE3,T,2,2,services,services,1,4,True,True,True,True,True,True,3,4,1,1,1,2,0,10,9,0,1.0
260,F,18,U,GT3,T,4,3,services,other,1,2,True,False,True,True,True,True,3,1,2,1,3,2,21,17,18,18,1.5714285714285714
261,M,18,U,GT3,T,4,3,teacher,other,1,2,True,False,False,True,True,False,4,3,2,1,1,3,2,8,8,8,1.0
262,M,18,R,GT3,T,3,2,other,other,1,3,False,True,False,True,False,False,5,3,2,1,1,3,1,13,12,12,1.0
263,F,17,U,GT3,T,3,3,other,other,1,3,False,True,False,True,False,False,3,2,3,1,1,4,4,10,9,9,1.0
264,F,18,U,GT3,T,2,2,at_home,services,1,3,True,True,True,True,True,True,4,3,3,1,1,3,0,9,10,0,1.0
265,M,18,R,LE3,A,3,4,other,other,2,2,True,True,True,True,True,False,4,2,5,3,4,1,13,17,17,17,3.2857142857142856
266,M,17,U,GT3,T,3,1,services,other,1,2,True,True,True,True,True,True,5,4,4,3,4,5,2,9,9,10,3.2857142857142856
267,F,18,R,GT3,T,4,4,teacher,other,2,2,True,True,True,True,True,False,4,3,4,2,2,4,8,12,10,11,2.0
268,M,18,U,GT3,T,4,2,health,other,1,2,True,True,True,True,True,True,5,4,5,1,3,5,10,10,9,10,1.5714285714285714
269,F,18,R,GT3,T,2,1,other,other,2,2,False,False,True,False,True,True,4,3,5,1,2,3,0,6,0,0,1.2857142857142858
270,F,19,U,GT3,T,3,3,other,services,1,2,True,True,True,True,True,False,4,3,5,3,3,5,15,9,9,9,3.0
271,F,18,U,GT3,T,2,3,other,services,1,4,True,True,True,True,True,True,4,5,5,1,3,2,4,15,14,14,1.5714285714285714
272,F,18,U,LE3,T,1,1,other,other,2,2,True,False,False,True,False,False,4,4,3,1,1,3,2,11,11,11,1.0
273,M,17,R,GT3,T,1,2,at_home,at_home,1,2,True,True,False,True,False,True,3,5,2,2,2,1,2,15,14,14,2.0
274,F,17,U,GT3,T,2,4,at_home,health,2,2,True,False,True,True,True,True,4,3,3,1,1,1,2,10,10,10,1.0
275,F,17,U,LE3,T,2,2,services,other,2,2,True,False,True,True,True,True,4,4,4,2,3,5,6,12,12,12,2.2857142857142856
276,F,18,R,GT3,A,3,2,other,services,2,2,False,False,False,False,True,True,4,1,1,1,1,5,75,10,9,9,1.0
277,M,18,U,GT3,T,4,4,teacher,services,2,1,True,True,True,True,True,False,3,2,4,1,4,3,22,9,9,9,1.8571428571428572
278,F,18,U,GT3,T,4,4,health,health,1,2,False,True,True,True,True,True,2,4,4,1,1,4,15,9,8,8,1.0
279,M,18,U,LE3,T,4,3,teacher,services,2,1,True,True,True,True,True,False,4,2,3,1,2,1,8,10,11,10,1.2857142857142858
280,M,17,U,LE3,A,4,1,services,other,2,1,True,True,True,True,True,True,4,5,4,2,4,5,30,8,8,8,2.5714285714285716
281,M,17,U,LE3,A,3,2,teacher,services,1,1,False,False,True,True,True,False,4,4,4,3,4,3,19,11,9,10,3.2857142857142856
282,F,18,R,LE3,T,1,1,at_home,other,2,4,True,True,True,True,False,False,5,2,2,1,1,3,1,12,12,12,1.0
283,F,18,U,GT3,T,1,1,other,other,2,2,False,True,True,True,True,False,5,4,4,1,1,4,4,8,9,10,1.0
284,F,17,U,GT3,T,2,2,other,other,1,2,False,False,False,True,True,False,5,4,5,1,2,5,4,10,9,11,1.2857142857142858
285,M,17,U,GT3,T,1,1,other,other,1,2,True,False,False,True,True,False,4,3,3,1,2,4,2,12,10,11,1.2857142857142858
286,F,18,U,GT3,T,2,2,at_home,at_home,1,3,True,False,True,True,True,False,4,3,3,1,2,2,5,18,18,19,1.2857142857142858
287,F,17,U,GT3,T,1,1,services,teacher,1,3,True,False,True,True,True,False,4,3,3,1,1,3,6,13,12,12,1.0
288,M,18,U,GT3,T,2,1,services,services,1,3,True,True,True,True,True,False,4,2,4,1,3,2,6,15,14,14,1.5714285714285714
289,M,18,U,LE3,A,4,4,teacher,teacher,1,2,True,True,True,True,True,False,5,4,3,1,1,2,9,15,13,15,1.0
290,M,18,U,GT3,T,4,2,teacher,other,1,2,True,True,True,True,True,True,4,3,2,1,4,5,11,12,11,11,1.8571428571428572
291,F,17,U,GT3,T,4,3,health,services,1,3,True,False,True,True,True,False,4,2,2,1,2,3,0,15,15,15,1.2857142857142858
292,F,18,U,LE3,T,2,1,services,at_home,1,2,False,False,True,True,True,True,5,4,3,1,1,5,12,12,12,13,1.0
293,F,17,R,LE3,T,3,1,services,other,2,4,True,False,True,True,False,False,3,1,2,1,1,3,6,18,18,18,1.0
294,M,18,R,LE3,T,3,2,services,other,2,3,True,True,True,True,True,False,5,4,2,1,1,4,8,14,13,14,1.0
295,M,17,U,GT3,T,3,3,health,other,1,1,True,False,True,True,True,False,4,4,3,1,3,5,4,14,12,11,1.5714285714285714
296,F,19,U,GT3,T,4,4,health,other,2,2,True,True,True,True,True,False,2,3,4,2,3,2,0,10,9,0,2.2857142857142856
297,F,18,U,LE3,T,4,3,other,other,2,2,True,False,True,True,True,True,4,4,5,1,2,2,10,10,8,8,1.2857142857142858
298,F,18,U,GT3,T,4,3,other,other,1,4,True,False,True,True,True,False,4,3,3,1,1,3,0,14,13,14,1.0
299,M,18,U,LE3,T,4,4,teacher,teacher,1,1,True,False,True,True,True,True,1,4,2,2,2,1,5,16,15,16,2.0
300,F,18,U,LE3,A,4,4,health,other,1,2,False,False,True,True,True,True,4,2,4,1,1,4,14,12,10,11,1.0
301,M,17,U,LE3,T,4,4,other,teacher,2,1,True,False,True,True,True,False,4,1,1,2,2,5,0,11,11,10,2.0
302,F,17,U,GT3,T,4,2,other,other,2,3,True,False,True,True,True,False,4,3,3,1,1,3,0,15,12,14,1.0
303,F,17,U,GT3,T,3,2,health,health,1,4,True,True,False,True,True,False,5,2,2,1,2,5,0,17,17,18,1.2857142857142858
304,M,19,U,GT3,T,3,3,other,other,1,2,False,True,True,True,True,True,4,4,4,1,1,3,20,15,14,13,1.0
305,F,18,U,GT3,T,2,4,services,at_home,1,2,True,True,True,True,True,False,4,4,3,1,1,3,8,14,12,12,1.0
306,M,20,U,GT3,A,3,2,services,other,1,1,False,True,True,True,False,False,5,5,3,1,1,5,0,17,18,18,1.0
307,M,19,U,GT3,T,4,4,teacher,services,2,1,True,False,True,True,True,True,4,3,4,1,1,4,38,8,9,8,1.0
308,M,19,R,GT3,T,3,3,other,services,1,2,False,True,True,True,False,True,4,5,3,1,2,5,0,15,12,12,1.2857142857142858
309,F,19,U,LE3,T,1,1,at_home,other,1,2,False,True,False,True,True,False,4,4,3,1,3,3,18,12,10,10,1.5714285714285714
310,F,19,U,LE3,T,1,2,services,services,1,2,False,True,False,True,False,True,4,2,4,2,2,3,0,9,9,0,2.0
311,F,19,U,GT3,T,2,1,at_home,other,3,2,False,False,True,False,True,True,3,4,1,1,1,2,20,14,12,13,1.0
312,M,19,U,GT3,T,1,2,other,services,1,2,False,False,False,True,True,False,4,5,2,2,2,4,3,13,11,11,2.0
313,F,19,U,LE3,T,3,2,services,other,2,2,True,False,False,True,True,True,4,2,2,1,2,1,22,13,10,11,1.2857142857142858
314,F,19,U,GT3,T,1,1,at_home,health,1,3,False,False,False,True,True,True,4,1,2,1,1,3,14,15,13,13,1.0
315,F,19,R,GT3,T,2,3,other,other,1,3,False,False,True,True,True,True,4,1,2,1,1,3,40,13,11,11,1.0
316,F,18,U,GT3,T,2,1,services,other,2,2,True,True,True,True,True,False,5,3,3,1,2,1,0,8,8,0,1.2857142857142858
317,F,18,U,GT3,T,4,3,other,other,1,3,True,True,True,True,True,True,4,3,4,1,1,5,9,9,10,9,1.0
318,F,17,R,GT3,T,3,4,at_home,services,1,3,True,True,False,True,True,False,4,3,4,2,5,5,0,11,11,10,2.857142857142857
319,F,18,U,GT3,T,4,4,teacher,other,1,2,True,False,True,True,True,False,4,4,4,3,3,5,2,11,11,11,3.0
320,F,17,U,GT3,A,4,3,services,services,1,2,True,False,True,True,True,True,5,2,2,1,2,5,23,13,13,13,1.2857142857142858
321,F,17,U,GT3,T,2,2,other,other,1,2,False,False,True,True,False,True,4,2,2,1,1,3,12,11,9,9,1.0
322,F,17,R,LE3,T,2,2,services,services,1,3,True,True,True,True,True,False,3,3,2,2,2,3,3,11,11,11,2.0
323,F,17,U,GT3,T,3,1,services,services,1,3,False,False,False,True,True,False,3,4,3,2,3,5,1,12,14,15,2.2857142857142856
324,F,17,U,LE3,T,0,2,at_home,at_home,2,3,False,False,True,True,True,False,3,3,3,2,3,2,0,16,15,15,2.2857142857142856
325,M,18,U,GT3,T,4,4,other,other,1,3,False,True,True,True,True,False,4,3,3,2,2,3,3,9,12,11,2.0
326,M,17,U,GT3,T,3,3,other,services,1,1,False,True,False,True,True,False,4,3,5,3,5,5,3,14,15,16,3.5714285714285716
327,M,17,R,GT3,T,2,2,services,other,4,1,False,False,True,True,True,False,4,4,5,5,5,4,8,11,10,10,5.0
328,F,17,U,GT3,T,4,4,teacher,services,1,3,True,True,True,True,True,False,5,4,4,1,3,4,7,10,9,9,1.5714285714285714
329,F,17,U,GT3,T,4,4,teacher,teacher,2,3,True,False,False,True,True,True,4,3,3,1,2,4,4,14,14,14,1.2857142857142858
330,M,18,U,LE3,T,2,2,other,other,1,4,False,True,True,True,True,False,4,5,5,2,4,5,2,9,8,8,2.5714285714285716
331,F,17,R,GT3,T,2,4,at_home,other,1,3,False,False,True,True,True,True,4,4,3,1,1,5,7,12,14,14,1.0
332,F,18,U,GT3,T,3,3,services,services,1,2,False,True,True,True,True,False,5,3,4,1,1,4,0,7,0,0,1.0
333,F,18,U,LE3,T,2,2,other,other,1,2,False,True,False,True,True,True,4,3,3,1,1,2,0,8,8,0,1.0
334,F,18,R,GT3,T,2,2,at_home,other,2,4,False,True,True,True,False,False,4,4,4,1,1,4,0,10,9,0,1.0
335,F,17,U,GT3,T,3,4,services,other,1,3,False,False,True,True,True,False,4,4,5,1,3,5,16,16,15,15,1.5714285714285714
336,F,19,R,GT3,A,3,1,services,at_home,1,3,True,False,True,True,False,False,5,4,3,1,2,5,12,14,13,13,1.2857142857142858
337,F,17,U,GT3,T,3,2,other,other,1,2,True,False,True,True,True,True,4,3,2,2,3,2,0,7,8,0,2.2857142857142856
338,F,18,U,LE3,T,3,3,services,services,1,4,False,False,True,True,True,False,5,3,3,1,1,1,7,16,15,17,1.0
339,F,17,R,GT3,A,3,2,other,other,1,2,True,False,True,True,True,False,4,3,3,2,3,2,4,9,10,10,2.2857142857142856
340,F,19,U,GT3,T,2,1,services,services,1,3,True,True,True,True,True,True,4,3,4,1,3,3,4,11,12,11,1.5714285714285714
341,M,18,U,GT3,T,4,4,teacher,services,1,2,False,True,True,True,True,False,4,3,3,2,2,2,0,10,10,0,2.0
342,M,18,U,LE3,T,3,4,services,other,1,2,False,True,True,True,True,True,4,3,3,1,3,5,11,16,15,15,1.5714285714285714
343,F,17,U,GT3,A,2,2,at_home,at_home,1,2,False,False,True,True,True,True,3,3,1,1,2,4,0,9,8,0,1.2857142857142858
344,F,18,U,GT3,T,2,3,at_home,other,1,3,False,False,True,True,True,False,4,3,3,1,2,3,4,11,10,10,1.2857142857142858
345,F,18,U,GT3,T,3,2,other,services,1,3,False,False,True,True,True,True,5,4,3,2,3,1,7,13,13,14,2.2857142857142856
346,M,18,R,GT3,T,4,3,teacher,services,1,3,False,False,True,True,True,True,5,3,2,1,2,4,9,16,15,16,1.2857142857142858
347,M,18,U,GT3,T,4,3,teacher,other,1,3,True,False,True,True,True,True,5,4,5,2,3,5,0,10,10,9,2.2857142857142856
348,F,17,U,GT3,T,4,3,health,other,1,3,True,True,True,True,True,True,4,4,3,1,3,4,0,13,15,15,1.5714285714285714
349,M,18,R,GT3,T,3,2,other,other,2,1,False,False,False,True,True,False,2,5,5,5,5,5,10,11,13,13,5.0
350,M,19,R,GT3,T,1,1,other,services,3,2,False,False,True,True,True,False,5,4,4,3,3,2,8,8,7,8,3.0
351,M,17,U,GT3,T,3,3,health,other,2,2,True,False,True,True,True,False,4,5,4,2,3,3,2,13,13,13,2.2857142857142856
352,M,18,U,LE3,T,1,3,at_home,services,1,1,False,False,True,False,True,True,4,3,3,2,3,3,7,8,7,8,2.2857142857142856
353,M,19,R,GT3,T,1,1,other,other,3,1,False,False,True,True,True,False,4,4,4,3,3,5,4,8,8,8,3.0
354,M,17,R,GT3,T,4,3,services,other,2,2,True,True,False,True,True,True,4,5,5,1,3,2,4,13,11,11,1.5714285714285714
355,F,18,U,GT3,T,3,3,services,services,1,2,False,False,True,True,False,True,5,3,4,1,1,5,0,10,9,9,1.0
356,F,17,R,GT3,T,4,4,teacher,services,2,2,True,True,True,True,True,False,4,3,3,1,2,5,4,12,13,13,1.2857142857142858
357,F,17,U,LE3,A,3,2,services,other,2,2,False,False,True,True,False,True,1,2,3,1,2,5,2,12,12,11,1.2857142857142858
358,M,18,U,LE3,T,1,1,other,services,2,1,False,False,False,True,True,True,3,3,2,1,2,3,4,10,10,10,1.2857142857142858
359,F,18,U,LE3,T,1,1,at_home,services,2,3,False,False,True,True,True,False,5,3,2,1,1,4,0,18,16,16,1.0
360,F,18,R,LE3,A,1,4,at_home,other,3,2,False,False,True,True,False,True,4,3,4,1,4,5,0,13,13,13,1.8571428571428572
361,M,18,R,LE3,T,1,1,at_home,other,2,2,False,True,False,False,False,False,4,4,3,2,3,5,2,13,12,12,2.2857142857142856
362,F,18,U,GT3,T,3,3,services,services,2,2,False,False,True,True,True,True,4,3,2,1,3,3,0,11,11,10,1.5714285714285714
363,F,17,U,LE3,T,4,4,at_home,at_home,1,2,True,True,True,True,True,True,2,3,4,1,1,1,0,16,15,15,1.0
364,F,17,R,GT3,T,1,2,other,services,2,2,False,False,False,True,False,False,3,2,2,1,2,3,0,12,11,12,1.2857142857142858
365,M,18,R,GT3,T,1,3,at_home,other,2,2,True,False,True,True,False,False,3,3,4,2,4,3,4,10,10,10,2.5714285714285716
366,M,18,U,LE3,T,4,4,teacher,services,2,3,True,False,True,True,True,True,4,2,2,2,2,5,0,13,13,13,2.0
367,F,17,R,GT3,T,1,1,other,services,3,1,True,False,True,True,True,True,5,2,1,1,2,1,0,7,6,0,1.2857142857142858
368,F,18,U,GT3,T,2,3,at_home,services,2,1,True,False,True,True,True,True,5,2,3,1,2,4,0,11,10,10,1.2857142857142858
369,F,18,R,GT3,T,4,4,other,teacher,3,2,True,False,False,True,True,True,3,2,2,4,2,5,10,14,12,11,3.4285714285714284
370,F,19,U,LE3,T,3,2,services,services,2,2,False,True,True,True,False,True,3,2,2,1,1,3,4,7,7,9,1.0
371,M,18,R,LE3,T,1,2,at_home,services,3,1,True,True,True,False,True,True,4,3,3,2,3,3,3,14,12,12,2.2857142857142856
372,F,17,U,GT3,T,2,2,other,at_home,1,3,False,True,True,True,False,True,3,4,3,1,1,3,8,13,11,11,1.0
373,F,17,R,GT3,T,1,2,other,other,1,1,False,True,True,True,True,False,3,5,5,1,3,1,14,6,5,5,1.5714285714285714
374,F,18,R,LE3,T,4,4,other,other,2,3,False,False,True,True,True,False,5,4,4,1,1,1,0,19,18,19,1.0
375,F,18,R,GT3,T,1,1,other,other,4,3,False,False,True,True,True,False,4,3,2,1,2,4,2,8,8,10,1.2857142857142858
376,F,20,U,GT3,T,4,2,health,other,2,3,True,False,False,True,True,True,5,4,3,1,1,3,4,15,14,15,1.0
377,F,18,R,LE3,T,4,4,teacher,services,1,2,True,True,True,True,True,False,5,4,3,3,4,2,4,8,9,10,3.2857142857142856
378,F,18,U,GT3,T,3,3,other,other,1,2,True,False,True,True,True,True,4,1,3,1,2,1,0,15,15,15,1.2857142857142858
379,F,17,R,GT3,T,3,1,at_home,other,1,2,True,True,False,True,True,False,4,5,4,2,3,1,17,10,10,10,2.2857142857142856
380,M,18,U,GT3,T,4,4,teacher,teacher,1,2,True,True,False,True,True,False,3,2,4,1,4,2,4,15,14,14,1.8571428571428572
381,M,18,R,GT3,T,2,1,other,other,2,1,False,True,False,True,True,True,4,4,3,1,3,5,5,7,6,7,1.5714285714285714
382,M,17,U,GT3,T,2,3,other,services,2,2,False,True,True,True,True,False,4,4,3,1,1,3,2,11,11,10,1.0
383,M,19,R,GT3,T,1,1,other,services,2,1,False,False,True,True,False,False,4,3,2,1,3,5,0,6,5,0,1.5714285714285714
384,M,18,R,GT3,T,4,2,other,other,2,1,True,False,True,True,False,False,5,4,3,4,3,3,14,6,5,5,3.7142857142857144
385,F,18,R,GT3,T,2,2,at_home,other,2,3,True,False,True,True,False,False,5,3,3,1,3,4,2,10,9,10,1.5714285714285714
386,F,18,R,GT3,T,4,4,teacher,at_home,3,1,True,True,True,True,True,True,4,4,3,2,2,5,7,6,5,6,2.0
387,F,19,R,GT3,T,2,3,services,other,1,3,False,True,False,True,True,False,5,4,2,1,2,5,0,7,5,0,1.2857142857142858
388,F,18,U,LE3,T,3,1,teacher,services,1,2,True,False,True,True,True,False,4,3,4,1,1,1,0,7,9,8,1.0
389,F,18,U,GT3,T,1,1,other,other,2,2,False,True,True,True,False,False,1,1,1,1,1,5,0,6,5,0,1.0
390,M,20,U,LE3,A,2,2,services,services,1,2,True,False,True,True,False,False,5,5,4,4,5,4,11,9,9,9,4.285714285714286
391,M,17,U,LE3,T,3,1,services,services,2,1,False,False,False,True,True,False,2,4,5,3,4,2,3,14,16,16,3.2857142857142856
392,M,21,R,GT3,T,1,1,other,other,1,1,False,False,False,True,False,False,5,5,3,3,3,3,3,10,8,7,3.0
393,M,18,R,LE3,T,3,2,services,other,3,1,False,False,False,True,True,False,4,4,1,3,4,5,0,11,12,10,3.2857142857142856
394,M,19,U,LE3,T,1,1,other,at_home,1,1,False,False,True,True,True,False,3,2,3,3,3,5,5,8,9,9,3.0
395,F,15,U,LE3,T,1,1,at_home,other,1,2,False,False,True,True,True,False,4,3,2,2,3,3,6,12,13,12,2.2857142857142856
396,F,15,U,GT3,T,4,2,health,services,1,3,False,True,True,True,True,True,3,2,2,1,1,5,0,14,14,14,1.0
397,F,16,U,GT3,T,3,3,other,other,1,2,False,False,True,True,False,False,4,3,2,1,2,5,0,11,13,13,1.2857142857142858
398,M,16,U,LE3,T,4,3,services,other,1,2,False,True,True,True,True,False,5,4,2,1,2,5,6,12,12,13,1.2857142857142858
399,M,15,U,LE3,A,3,2,services,other,1,2,False,False,True,True,True,False,4,2,2,1,1,1,0,15,16,17,1.0
400,M,15,U,GT3,T,3,4,other,other,1,2,False,True,True,True,True,False,5,5,1,1,1,5,0,12,12,13,1.0
401,F,15,U,GT3,T,4,4,teacher,health,1,2,False,False,True,True,True,False,3,3,3,1,2,2,2,14,14,14,1.2857142857142858
402,M,15,U,LE3,T,4,4,health,services,1,1,False,True,True,True,True,False,4,3,3,1,3,5,0,12,13,12,1.5714285714285714
403,M,15,U,GT3,T,4,3,teacher,other,2,2,False,False,True,True,True,False,5,4,3,1,2,3,0,12,12,13,1.2857142857142858
404,F,16,U,GT3,T,4,4,services,services,1,3,False,True,True,True,True,False,3,2,3,1,2,2,10,13,13,14,1.2857142857142858
405,M,17,U,GT3,T,3,2,services,services,1,1,True,True,True,True,True,False,5,5,5,2,4,5,2,8,8,7,2.5714285714285716
406,M,16,U,LE3,T,4,3,health,other,1,1,False,True,True,True,True,False,3,1,3,1,3,5,6,12,12,12,1.5714285714285714
407,F,15,R,GT3,T,2,4,services,health,1,3,False,True,True,True,True,False,4,3,2,1,1,5,2,10,11,10,1.0
408,F,16,U,GT3,T,2,2,services,services,1,1,False,False,False,True,True,False,1,2,2,1,3,5,6,10,11,12,1.5714285714285714
409,M,15,U,GT3,T,2,2,other,other,1,1,False,False,True,True,True,False,4,2,2,1,2,5,8,11,12,12,1.2857142857142858
410,M,15,U,GT3,T,4,2,health,services,1,1,False,False,True,True,True,False,2,2,4,2,4,1,0,11,11,11,2.5714285714285716
411,M,16,U,LE3,A,3,4,services,other,1,2,True,True,True,True,True,False,5,3,3,1,1,5,2,12,12,13,1.0
412,M,16,U,GT3,T,3,2,other,other,1,1,False,False,False,True,True,False,5,4,3,1,1,5,4,12,12,12,1.0
413,F,15,R,GT3,T,3,4,services,health,1,3,False,True,True,True,True,False,4,3,2,1,1,5,2,11,12,12,1.0
414,F,15,R,GT3,T,2,2,at_home,other,1,1,False,True,True,True,False,False,4,3,1,1,1,2,8,14,13,12,1.0
415,F,16,U,LE3,T,2,2,other,other,2,2,False,True,False,True,True,True,3,3,3,1,2,3,16,11,11,10,1.2857142857142858
416,M,15,U,GT3,T,4,2,teacher,other,1,2,False,False,True,True,False,False,4,3,3,2,2,5,4,11,12,13,2.0
417,F,15,U,GT3,T,4,4,services,teacher,1,2,False,True,False,True,True,False,4,4,4,1,1,3,2,13,12,12,1.0
418,F,16,U,LE3,T,2,2,services,services,3,2,False,False,True,True,True,False,4,3,3,2,3,4,0,14,13,13,2.2857142857142856
419,F,15,U,LE3,T,4,2,health,other,1,2,False,False,True,True,True,False,4,3,3,1,1,5,0,16,14,16,1.0
420,M,15,U,LE3,A,4,2,health,health,2,1,False,False,True,True,False,False,5,5,5,3,4,5,4,10,9,9,3.2857142857142856
421,F,15,U,GT3,T,4,4,services,services,1,1,False,False,True,True,True,False,3,3,4,2,3,5,0,13,12,12,2.2857142857142856
